community,liter_num,done_date,developer,floor,area,num_beds,price_per_m,date
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,13-15,38.0,1,137000,2022-11-06
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,16-19,38.0,1,138000,2022-11-06
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,1-2,45.0,1,125000,2022-11-06
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,3-4,45.0,1,126000,2022-11-06
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,5-8,45.0,1,127000,2022-11-06
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,9-12,45.0,1,128000,2022-11-06
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,13-15,45.0,1,129000,2022-11-06
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,16-19,45.0,1,130000,2022-11-06
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,1-2,62.0,2,115000,2022-11-06
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,3-4,62.0,2,116000,2022-11-06
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,5-8,62.0,2,117000,2022-11-06
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,9-12,62.0,2,118000,2022-11-06
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,13-15,62.0,2,119000,2022-11-06
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,16-19,62.0,2,120000,2022-11-06
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,1-2,67.0,2,111000,2022-11-06
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,3-4,67.0,2,112000,2022-11-06
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,5-8,67.0,2,113000,2022-11-06
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,9-12,67.0,2,114000,2022-11-06
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,13-15,67.0,2,115000,2022-11-06
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,16-19,67.0,2,116000,2022-11-06
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,1-2,68.0,2,108000,2022-11-06
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,3-4,68.0,2,109000,2022-11-06
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,5-8,68.0,2,110000,2022-11-06
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,9-12,68.0,2,111000,2022-11-06
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,13-15,68.0,2,112000,2022-11-06
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,16-19,68.0,2,113000,2022-11-06
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,1-2,74.0,3,106000,2022-11-06
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,3-4,74.0,3,107000,2022-11-06
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,5-8,74.0,3,108000,2022-11-06
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,9-12,74.0,3,109000,2022-11-06
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,13-15,74.0,3,110000,2022-11-06
ЖК «Novella»,4-5-6,4 квартал 2023,ООО «Специализированный застройщик АСК 6»,16-19,74.0,3,111000,2022-11-06
ЖК «Спортивный парк»,12,1 квартал 2022,ООО «АЛЬФА»,1-8,,1,98000,2022-11-06
ЖК «Спортивный парк»,7,2 квартал 2022,ООО «АЛЬФА»,1-8,45.0,1,101000,2022-11-06
ЖК «Спортивный парк»,7,2 квартал 2022,ООО «АЛЬФА»,1-8,41.0,1,109000,2022-11-06
ЖК «Спортивный парк»,8,2 квартал 2022,ООО «АЛЬФА»,1-8,48.0,1,98000,2022-11-06
ЖК «Спортивный парк»,8,2 квартал 2022,ООО «АЛЬФА»,1-8,51.0,1,91000,2022-11-06
ЖК «Спортивный парк»,8,2 квартал 2022,ООО «АЛЬФА»,2-7,51.0,1,94000,2022-11-06
ЖК «Спортивный парк»,10,3 квартал 2022,ООО «АЛЬФА»,1-8,45.0,1,102000,2022-11-06
ЖК «Спортивный парк»,10,3 квартал 2022,ООО «АЛЬФА»,1-8,,2,92000,2022-11-06
ЖК «Role Clef»,nan,2 полугодие 2021 ,ООО «Уютный дом»,2-12,,1,360000,2022-11-06
ЖК «Role Clef»,nan,2 полугодие 2021 ,ООО «Уютный дом»,2-12,,2,345000,2022-11-06
ЖК «Role Clef»,nan,2 полугодие 2021 ,ООО «Уютный дом»,2-12,,3,330000,2022-11-06
ЖК «Смородина»,1,1 квартал 2023,ООО «АЛЬФА»,1-4,32.0,1,148800,2023-02-15
ЖК «Смородина»,1,1 квартал 2023,ООО «АЛЬФА»,5-8,32.0,1,149900,2023-02-15
ЖК «Смородина»,1,1 квартал 2023,ООО «АЛЬФА»,9-12,32.0,1,151000,2023-02-15
ЖК «Смородина»,1,1 квартал 2023,ООО «АЛЬФА»,13-16,32.0,1,152100,2023-02-15
ЖК «Смородина»,1,1 квартал 2023,ООО «АЛЬФА»,1-4,35.2,1,147700,2023-02-15
ЖК «Смородина»,1,1 квартал 2023,ООО «АЛЬФА»,5-8,35.2,1,148800,2023-02-15
ЖК «Смородина»,1,1 квартал 2023,ООО «АЛЬФА»,9-12,35.2,1,149900,2023-02-15
ЖК «Смородина»,1,1 квартал 2023,ООО «АЛЬФА»,13-16,35.2,1,151000,2023-02-15
ЖК «Смородина»,1,1 квартал 2023,ООО «АЛЬФА»,1-3,,2,130500,2023-02-15
ЖК «Смородина»,1,1 квартал 2023,ООО «АЛЬФА»,4,,2,131600,2023-02-15
ЖК «Смородина»,1,1 квартал 2023,ООО «АЛЬФА»,5-8,,2,132700,2023-02-15
ЖК «Смородина»,1,1 квартал 2023,ООО «АЛЬФА»,9-12,,2,133900,2023-02-15
ЖК «Смородина»,1,1 квартал 2023,ООО «АЛЬФА»,13-16,,2,133900,2023-02-15
ЖК «Смородина»,5,1 квартал 2023,ООО «АЛЬФА»,1-4,32.0,1,150400,2023-02-15
ЖК «Смородина»,5,1 квартал 2023,ООО «АЛЬФА»,5-8,32.0,1,151500,2023-02-15
ЖК «Смородина»,5,1 квартал 2023,ООО «АЛЬФА»,9-12,32.0,1,152700,2023-02-15
ЖК «Смородина»,5,1 квартал 2023,ООО «АЛЬФА»,13-16,32.0,1,153800,2023-02-15
ЖК «Смородина»,5,1 квартал 2023,ООО «АЛЬФА»,1-4,35.2,1,149300,2023-02-15
ЖК «Смородина»,5,1 квартал 2023,ООО «АЛЬФА»,5-8,35.2,1,150400,2023-02-15
ЖК «Смородина»,5,1 квартал 2023,ООО «АЛЬФА»,9-12,35.2,1,151500,2023-02-15
ЖК «Смородина»,5,1 квартал 2023,ООО «АЛЬФА»,13-16,35.2,1,152700,2023-02-15
ЖК «Смородина»,5,1 квартал 2023,ООО «АЛЬФА»,1-3,,2,127200,2023-02-15
ЖК «Смородина»,5,1 квартал 2023,ООО «АЛЬФА»,4,,2,128300,2023-02-15
ЖК «Смородина»,5,1 квартал 2023,ООО «АЛЬФА»,5-8,,2,129400,2023-02-15
ЖК «Смородина»,5,1 квартал 2023,ООО «АЛЬФА»,9-12,,2,130500,2023-02-15
ЖК «Смородина»,5,1 квартал 2023,ООО «АЛЬФА»,13-16,,2,130500,2023-02-15
ЖК «Смородина»,4,4 квартал 2023,ООО «АЛЬФА»,1,32.0,1,141000,2023-02-15
ЖК «Смородина»,4,4 квартал 2023,ООО «АЛЬФА»,2-4,32.0,1,143300,2023-02-15
ЖК «Смородина»,4,4 квартал 2023,ООО «АЛЬФА»,5-8,32.0,1,144400,2023-02-15
ЖК «Смородина»,4,4 квартал 2023,ООО «АЛЬФА»,9-12,32.0,1,145500,2023-02-15
ЖК «Смородина»,4,4 квартал 2023,ООО «АЛЬФА»,13-16,32.0,1,146600,2023-02-15
ЖК «Смородина»,4,4 квартал 2023,ООО «АЛЬФА»,1,35.2,1,139900,2023-02-15
ЖК «Смородина»,4,4 квартал 2023,ООО «АЛЬФА»,2-4,35.2,1,142100,2023-02-15
ЖК «Смородина»,4,4 квартал 2023,ООО «АЛЬФА»,5-8,35.2,1,143300,2023-02-15
ЖК «Смородина»,4,4 квартал 2023,ООО «АЛЬФА»,9-12,35.2,1,144400,2023-02-15
ЖК «Смородина»,4,4 квартал 2023,ООО «АЛЬФА»,13-16,35.2,1,145500,2023-02-15
ЖК «Смородина»,4,4 квартал 2023,ООО «АЛЬФА»,1,50.0,2,123900,2023-02-15
ЖК «Смородина»,4,4 квартал 2023,ООО «АЛЬФА»,2-4,50.0,2,126100,2023-02-15
ЖК «Смородина»,4,4 квартал 2023,ООО «АЛЬФА»,5-8,50.0,2,127200,2023-02-15
ЖК «Смородина»,4,4 квартал 2023,ООО «АЛЬФА»,9-12,50.0,2,128300,2023-02-15
ЖК «Смородина»,4,4 квартал 2023,ООО «АЛЬФА»,13-16,50.0,2,129400,2023-02-15
ЖК «Смородина»,2-3,4 квартал 2023,ООО «АЛЬФА»,1,32.0,1,139400,2023-02-15
ЖК «Смородина»,2-3,4 квартал 2023,ООО «АЛЬФА»,2-4,32.0,1,141600,2023-02-15
ЖК «Смородина»,2-3,4 квартал 2023,ООО «АЛЬФА»,5-8,32.0,1,142700,2023-02-15
ЖК «Смородина»,2-3,4 квартал 2023,ООО «АЛЬФА»,9-12,32.0,1,143800,2023-02-15
ЖК «Смородина»,2-3,4 квартал 2023,ООО «АЛЬФА»,13-16,32.0,1,144900,2023-02-15
ЖК «Смородина»,2-3,4 квартал 2023,ООО «АЛЬФА»,1,35.2,1,138300,2023-02-15
ЖК «Смородина»,2-3,4 квартал 2023,ООО «АЛЬФА»,2-4,35.2,1,140500,2023-02-15
ЖК «Смородина»,2-3,4 квартал 2023,ООО «АЛЬФА»,5-8,35.2,1,141600,2023-02-15
ЖК «Смородина»,2-3,4 квартал 2023,ООО «АЛЬФА»,9-12,35.2,1,142700,2023-02-15
ЖК «Смородина»,2-3,4 квартал 2023,ООО «АЛЬФА»,13-16,35.2,1,143800,2023-02-15
ЖК «Смородина»,2-3,4 квартал 2023,ООО «АЛЬФА»,1,50.0,2,118400,2023-02-15
ЖК «Смородина»,2-3,4 квартал 2023,ООО «АЛЬФА»,2-4,50.0,2,120600,2023-02-15
ЖК «Смородина»,2-3,4 квартал 2023,ООО «АЛЬФА»,5-8,50.0,2,121700,2023-02-15
ЖК «Смородина»,2-3,4 квартал 2023,ООО «АЛЬФА»,9-12,50.0,2,122800,2023-02-15
ЖК «Смородина»,2-3,4 квартал 2023,ООО «АЛЬФА»,13-16,50.0,2,123900,2023-02-15
ЖК «Смородина»,2-3,4 квартал 2023,ООО «АЛЬФА»,1-4,57.0,2,120600,2023-02-15
ЖК «Смородина»,2-3,4 квартал 2023,ООО «АЛЬФА»,5-8,57.0,2,121700,2023-02-15
ЖК «Смородина»,2-3,4 квартал 2023,ООО «АЛЬФА»,9-12,57.0,2,122800,2023-02-15
ЖК «Смородина»,2-3,4 квартал 2023,ООО «АЛЬФА»,13-16,57.0,2,123900,2023-02-15
ЖК «Смородина»,2-3,4 квартал 2023,ООО «АЛЬФА»,1-8,68.0,3,121700,2023-02-15
ЖК «Смородина»,2-3,4 квартал 2023,ООО «АЛЬФА»,9-12,68.0,3,123900,2023-02-15
ЖК «Смородина»,2-3,4 квартал 2023,ООО «АЛЬФА»,13-16,68.0,3,125000,2023-02-15
ЖК «Смородина»,7,1 квартал 2024,ООО «АЛЬФА»,1,36.0,1,125700,2023-02-15
ЖК «Смородина»,7,1 квартал 2024,ООО «АЛЬФА»,2-4,36.0,1,128000,2023-02-15
ЖК «Смородина»,7,1 квартал 2024,ООО «АЛЬФА»,5-8,36.0,1,129100,2023-02-15
ЖК «Смородина»,7,1 квартал 2024,ООО «АЛЬФА»,9-12,36.0,1,130300,2023-02-15
ЖК «Смородина»,7,1 квартал 2024,ООО «АЛЬФА»,1,52.0,2,119400,2023-02-15
ЖК «Смородина»,7,1 квартал 2024,ООО «АЛЬФА»,2-4,52.0,2,121700,2023-02-15
ЖК «Смородина»,7,1 квартал 2024,ООО «АЛЬФА»,5-8,52.0,2,122800,2023-02-15
ЖК «Смородина»,7,1 квартал 2024,ООО «АЛЬФА»,9-12,52.0,2,124000,2023-02-15
ЖК «Смородина»,8,1 квартал 2024,ООО «АЛЬФА»,1,36.0,1,126200,2023-02-15
ЖК «Смородина»,8,1 квартал 2024,ООО «АЛЬФА»,2-4,36.0,1,128500,2023-02-15
ЖК «Смородина»,8,1 квартал 2024,ООО «АЛЬФА»,5-8,36.0,1,129600,2023-02-15
ЖК «Смородина»,8,1 квартал 2024,ООО «АЛЬФА»,9-12,36.0,1,130800,2023-02-15
ЖК «Смородина»,8,1 квартал 2024,ООО «АЛЬФА»,1,52.0,2,119400,2023-02-15
ЖК «Смородина»,8,1 квартал 2024,ООО «АЛЬФА»,2-4,52.0,2,121700,2023-02-15
ЖК «Смородина»,8,1 квартал 2024,ООО «АЛЬФА»,5-8,52.0,2,122800,2023-02-15
ЖК «Смородина»,8,1 квартал 2024,ООО «АЛЬФА»,9-12,52.0,2,124000,2023-02-15
ЖК «Смородина»,9,1 квартал 2024,ООО «АЛЬФА»,1-4,57.0,2,118900,2023-02-15
ЖК «Смородина»,9,1 квартал 2024,ООО «АЛЬФА»,5-8,57.0,2,120100,2023-02-15
ЖК «Смородина»,9,1 квартал 2024,ООО «АЛЬФА»,9-12,57.0,2,121200,2023-02-15
ЖК «Смородина»,9,1 квартал 2024,ООО «АЛЬФА»,1-4,68.0,3,111400,2023-02-15
ЖК «Смородина»,9,1 квартал 2024,ООО «АЛЬФА»,5-8,68.0,3,112500,2023-02-15
ЖК «Смородина»,9,1 квартал 2024,ООО «АЛЬФА»,9-12,68.0,3,113700,2023-02-15
ЖК «Смородина»,10,1 квартал 2024,ООО «АЛЬФА»,1-4,57.0,2,118900,2023-02-15
ЖК «Смородина»,10,1 квартал 2024,ООО «АЛЬФА»,5-8,57.0,2,120100,2023-02-15
ЖК «Смородина»,10,1 квартал 2024,ООО «АЛЬФА»,9-12,57.0,2,121200,2023-02-15
ЖК «Смородина»,10,1 квартал 2024,ООО «АЛЬФА»,13-16,57.0,2,122400,2023-02-15
ЖК «Смородина»,10,1 квартал 2024,ООО «АЛЬФА»,1-4,68.0,3,107500,2023-02-15
ЖК «Смородина»,10,1 квартал 2024,ООО «АЛЬФА»,5-8,68.0,3,108600,2023-02-15
ЖК «Смородина»,10,1 квартал 2024,ООО «АЛЬФА»,9-12,68.0,3,109800,2023-02-15
ЖК «Смородина»,10,1 квартал 2024,ООО «АЛЬФА»,13-16,68.0,3,110900,2023-02-15
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,6-7,23.5,1,226700,2023-02-15
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,8-9,23.5,1,238900,2023-02-15
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,10-11,23.5,1,252200,2023-02-15
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,11-13,23.5,1,264300,2023-02-15
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,14-15,23.5,1,276500,2023-02-15
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,6-7,29.0,1,220100,2023-02-15
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,8-9,29.0,1,232300,2023-02-15
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,10-11,29.0,1,243300,2023-02-15
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,11-13,29.0,1,255500,2023-02-15
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,14-15,29.0,1,266500,2023-02-15
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,6-7,44.0,2,171400,2023-02-15
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,8-9,44.0,2,179200,2023-02-15
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,10-11,44.0,2,188000,2023-02-15
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,11-13,44.0,2,196900,2023-02-15
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,14-15,44.0,2,206800,2023-02-15
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,6-7,54.0,2,151500,2023-02-15
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,8-9,54.0,2,161500,2023-02-15
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,10-11,54.0,2,170300,2023-02-15
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,11-13,54.0,2,178100,2023-02-15
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,14-15,54.0,2,185800,2023-02-15
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,6-7,68.0,2,141600,2023-02-15
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,8-9,68.0,2,150400,2023-02-15
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,10-11,68.0,2,159300,2023-02-15
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,11-13,68.0,2,165900,2023-02-15
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,14-15,68.0,2,174800,2023-02-15
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,6-7,64.4,3,169200,2023-02-15
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,8-9,64.4,3,177000,2023-02-15
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,10-11,64.4,3,185800,2023-02-15
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,11-13,64.4,3,194700,2023-02-15
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,14-15,64.4,3,203500,2023-02-15
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,6-7,75.6,3,175900,2023-02-15
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,8-9,75.6,3,184700,2023-02-15
ЖК «The Grand Palace»,nan,2 квартал 2022,ООО «АВА ДЕВЕЛОПМЕНТ»,10-11,75.6,3,194700,2023-02-15
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,2,44.0,1,236600,2023-02-15
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,1-4,47.0,1,233300,2023-02-15
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,5-8,47.0,1,238800,2023-02-15
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,9-12,47.0,1,243200,2023-02-15
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,13-16,47.0,1,247700,2023-02-15
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,2,49.0,1,226700,2023-02-15
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,3-4,51.0,1,227800,2023-02-15
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,5-8,51.0,1,233300,2023-02-15
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,9-12,51.0,1,236600,2023-02-15
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,13-16,51.0,1,239900,2023-02-15
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,2,52.0,1,232200,2023-02-15
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,1-4,53.0,1,235500,2023-02-15
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,5-8,53.0,1,242100,2023-02-15
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,9-12,53.0,1,245500,2023-02-15
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,13-16,53.0,1,248800,2023-02-15
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,3-4,62.0,1,214500,2023-02-15
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,5-8,62.0,1,220000,2023-02-15
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,9-12,62.0,1,223300,2023-02-15
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,13-16,62.0,1,226700,2023-02-15
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,17-22,62.0,1,232200,2023-02-15
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,2,67.0,2,219600,2023-02-15
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,1-4,70.0,2,226200,2023-02-15
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,5-8,70.0,2,231700,2023-02-15
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,9-12,70.0,2,235100,2023-02-15
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,13-16,70.0,2,238400,2023-02-15
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,2,80.0,2,194100,2023-02-15
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,3-4,85.0,2,197500,2023-02-15
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,5-8,85.0,2,201900,2023-02-15
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,9-12,85.0,2,204100,2023-02-15
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,13-16,85.0,2,207400,2023-02-15
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,3,120.0,3,202200,2023-02-15
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,3-4,123.0,3,205500,2023-02-15
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,5-8,123.0,3,208900,2023-02-15
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,9-12,123.0,3,211100,2023-02-15
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,13-16,123.0,3,213300,2023-02-15
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,17-20,123.0,3,217100,2023-02-15
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,21-22,123.0,3,221000,2023-02-15
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,3-4,127.0,3,257500,2023-02-15
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,5-8,127.0,3,260800,2023-02-15
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,9-12,127.0,3,263000,2023-02-15
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,13-16,127.0,3,265200,2023-02-15
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,17-20,127.0,3,269700,2023-02-15
"ЖК «AVrorA», ",nan,3 квартал 2022,ООО «АльфаСтройКомплекс»,21-22,127.0,3,273000,2023-02-15
ЖК «Режиссёр» ,3,,ООО «СЗ ТЕЛЕКОМСТРОЙ»,3-6,39.0,1,179500,2023-02-15
ЖК «Режиссёр» ,3,,ООО «СЗ ТЕЛЕКОМСТРОЙ»,7-11,39.0,1,185100,2023-02-15
ЖК «Режиссёр» ,3,,ООО «СЗ ТЕЛЕКОМСТРОЙ»,12-16,39.0,1,190600,2023-02-15
ЖК «Режиссёр» ,3,,ООО «СЗ ТЕЛЕКОМСТРОЙ»,17-21,39.0,1,196100,2023-02-15
ЖК «Режиссёр» ,3,,ООО «СЗ ТЕЛЕКОМСТРОЙ»,3-6,44.0,1,168500,2023-02-15
ЖК «Режиссёр» ,3,,ООО «СЗ ТЕЛЕКОМСТРОЙ»,7-11,44.0,1,171800,2023-02-15
ЖК «Режиссёр» ,3,,ООО «СЗ ТЕЛЕКОМСТРОЙ»,12-16,44.0,1,177300,2023-02-15
ЖК «Режиссёр» ,3,,ООО «СЗ ТЕЛЕКОМСТРОЙ»,17-21,44.0,1,182900,2023-02-15
ЖК «Режиссёр» ,3,,ООО «СЗ ТЕЛЕКОМСТРОЙ»,3-6,50.0,1,162900,2023-02-15
ЖК «Режиссёр» ,3,,ООО «СЗ ТЕЛЕКОМСТРОЙ»,7-11,50.0,1,166300,2023-02-15
ЖК «Режиссёр» ,3,,ООО «СЗ ТЕЛЕКОМСТРОЙ»,12-16,50.0,1,171800,2023-02-15
ЖК «Режиссёр» ,3,,ООО «СЗ ТЕЛЕКОМСТРОЙ»,17-21,50.0,1,177300,2023-02-15
ЖК «Режиссёр» ,3,,ООО «СЗ ТЕЛЕКОМСТРОЙ»,3-6,58.0,2,160700,2023-02-15
ЖК «Режиссёр» ,3,,ООО «СЗ ТЕЛЕКОМСТРОЙ»,7-11,58.0,2,161800,2023-02-15
ЖК «Режиссёр» ,3,,ООО «СЗ ТЕЛЕКОМСТРОЙ»,12-16,58.0,2,162900,2023-02-15
ЖК «Режиссёр» ,3,,ООО «СЗ ТЕЛЕКОМСТРОЙ»,17-21,58.0,2,164000,2023-02-15
